video_id,window_n,active_window_frac,max_peak_visual_gap,max_visual_minus_control,top_control_ratio,mean_control_ratio,top_dominance_margin,top_route,top_dominant_type,layout_window_count,action_window_count,low_window_count,category,top1_vs_uniform,scene_agent_time_rho,scene_agent_peak_apart,mean_visual_gap,max_visual_gap,all_n,all_mean_delta,matched_n,matched_mean_delta,matched_wins,matched_losses,matched_ties,unmatched_n,unmatched_mean_delta,run
750QhTe9Z4U_000000_000010,4,0.25,0.4508565683102179,0.18997290009848666,0.036619541346859255,0.5893268011669915,0.006492309356914722,layout_replay_or_scene_cue,scene_spatial,1,0,3,People & Vlogs,2.907636274643665,0.8580088292566509,0.0,0.1550594798400192,0.4508565683102179,5,0.1,2,0.0,0,0,2,3,0.16666666666666666,surgical_haiku
8vkNr_eysXY_000002_000012,4,0.75,1.2667515246909897,0.9111544098417368,0.2807157583141627,0.31204804659551666,0.797136744736359,layout_replay_or_scene_cue,scene_spatial,3,0,1,How-to & Instructional,2.6442366430876856,0.8918033014839208,0.0,0.4790613306121493,1.2667515246909897,5,0.0,1,0.0,0,0,1,4,0.0,surgical_haiku
9eBhetL8n5Q_000222_000232,4,0.25,0.34703246003305044,0.18465452790431622,0.11526367348647315,0.5691113240815506,0.11541347787687117,layout_replay_or_scene_cue,scene_spatial,1,0,3,People & Vlogs,2.4528745860471792,0.691321356000156,1.0,0.14147990362291418,0.34703246003305044,5,0.0,1,0.5,1,0,0,4,-0.125,surgical_haiku
9fuIpQgnNEQ_000049_000059,4,0.25,0.43344505795107424,0.07815104029133418,0.13992602315407127,2.456942024174314,0.005877276466283776,layout_replay_or_scene_cue,scene_spatial,1,0,3,Event,5.249909737773455,0.5756360918577281,1.0,0.08256238289820637,0.43344505795107424,5,0.0,0,nan,0,0,0,5,0.0,surgical_haiku
A0e7Z55s8pE_000008_000018,3,0.0,0.3003551588281119,0.01578306627674142,0.679681829724925,1.4606543665960858,0.042090045632101114,static_ad_ok_low_gap,agent_action,0,0,3,How-to & Instructional,1.9309791934885905,0.6827256446166394,0.0,0.15554551796359717,0.3003551588281119,5,0.0,1,0.0,0,0,1,4,0.0,surgical_haiku
AEkLDauJVi0_000069_000079,4,0.75,0.41823743215332343,0.27064225663698044,0.13536176202108943,0.4298388917607824,0.17900370375273755,layout_replay_or_scene_cue,scene_spatial,3,0,1,Food & Cooking,1.5212304082511126,0.5352979133285164,0.0,0.2749336523151358,0.41823743215332343,5,0.1,0,nan,0,0,0,5,0.1,surgical_haiku
BHxn3qfPAl4_000018_000028,4,0.5,1.0809082613645236,0.1968120401988026,0.2410143576058179,0.41766385715811394,0.22401846880682746,action_state_or_agent_cue,agent_action,0,2,2,Health & Wellness,3.4128500926555296,0.8027700759805307,1.0,0.3167171812470297,1.0809082613645236,5,0.2,0,nan,0,0,0,5,0.2,surgical_haiku
BcW6Y7eufQE_000239_000249,4,0.5,0.9195952474135034,0.33697686097955604,0.11950560508509141,0.6725502472709302,0.03213362884319376,action_state_or_agent_cue,agent_action,0,2,2,People & Vlogs,2.788718275895868,0.703112277445401,1.0,0.3297555207931808,0.9195952474135034,5,0.2,1,0.0,0,0,1,4,0.25,surgical_haiku
Bss3WwpDdS8_000041_000051,4,0.0,0.24062910494528467,0.15924990082682244,0.1602081544499848,0.79119387205315,0.10751351131241169,static_ad_ok_low_gap,scene_spatial,0,0,4,People & Vlogs,1.337340631561196,-0.33536353265273433,1.0,0.1799310506735872,0.24062910494528467,5,-0.1,2,0.0,0,0,2,3,-0.16666666666666666,surgical_haiku
Ccgwurislg8_000082_000092,4,0.5,0.6006253530729058,0.09118276195294514,0.3861005197926874,0.792366524382195,0.20094474713911348,layout_replay_or_scene_cue,scene_spatial,2,0,2,How-to & Instructional,3.027288108718582,0.9530458741314773,1.0,0.1984037632041385,0.6006253530729058,5,0.1,1,0.0,0,0,1,4,0.125,surgical_haiku
D297atE3gag_000203_000213,4,0.25,0.39717339339819524,0.22873602683635433,0.06619640295409125,0.26626470801761465,0.07761614241851039,action_state_or_agent_cue,agent_action,0,1,3,How-to & Instructional,3.0569681112296423,0.9330263337494256,0.0,0.1299239569883623,0.39717339339819524,5,0.0,2,0.0,0,0,2,3,0.0,surgical_haiku
EA3HCx0yTIY_000281_000291,4,0.75,1.1738605590729794,1.0288626782199073,0.023310497102503838,2.811885556382474,0.8277156399949395,action_state_or_agent_cue,agent_action,1,2,1,Music,1.5682635617184006,-0.25593430186127986,1.0,0.7485097452540056,1.1738605590729794,5,0.3,2,0.5,1,0,1,3,0.16666666666666666,surgical_haiku
GOH6fBhoi2o_000010_000020,4,1.0,1.0077491301049082,0.8289889034041878,0.1013310258978402,0.22559487639666664,0.8050774796372683,layout_replay_or_scene_cue,scene_spatial,3,1,0,Entertainment,1.231468477819693,-0.8238916692308272,1.0,0.818331242947543,1.0077491301049082,5,0.6,0,nan,0,0,0,5,0.6,surgical_haiku
HpRmj5ce32c_000001_000011,4,0.75,0.8163882973825453,0.4828241700652358,0.2629325150681442,0.5437573702000555,0.564828916904481,layout_replay_or_scene_cue,scene_spatial,2,1,1,Sports,1.6204570139075882,-0.26075000052486036,1.0,0.5038012674053584,0.8163882973825453,5,-0.1,1,0.0,0,0,1,4,-0.125,surgical_haiku
N-LZPc27kjM_000229_000239,4,0.0,0.2224456404409303,0.09330509655179797,0.236678307683351,0.9422167916459779,0.06185966452568016,static_ad_ok_low_gap,scene_spatial,0,0,4,How-to & Instructional,2.4031213555789392,0.9193890296598944,0.0,0.09256529634864843,0.2224456404409303,5,-0.2,1,0.5,1,0,0,4,-0.375,surgical_haiku
OASCPKazLIM_000132_000142,4,0.25,0.41541523801848446,0.07529813352191887,0.8278896269289721,0.6493343131315074,0.23596793727403892,layout_replay_or_scene_cue,scene_spatial,1,0,3,How-to & Instructional,2.4711371499948527,0.5324529539155274,1.0,0.16810691305391517,0.41541523801848446,5,0.2,3,0.16666666666666666,1,0,2,2,0.25,surgical_haiku
RjPp0ZPW0yc_000000_000010,4,0.75,0.40561520414596874,0.24997330722071606,0.07215701540809649,0.6323133638517464,0.1279082669283612,layout_replay_or_scene_cue,scene_spatial,3,0,1,How-to & Instructional,1.5229636166783023,0.6182009963803269,0.0,0.2663328261450171,0.40561520414596874,5,0.1,1,0.5,1,0,0,4,0.0,surgical_haiku
RlfVK8z5wJ0_000000_000010,4,0.75,0.5577384386638331,0.358066873958658,0.05287978605148871,0.6197781008654832,0.3586984872398398,layout_replay_or_scene_cue,scene_spatial,3,0,1,Sports,2.0053159725711756,0.653172218380755,0.0,0.27812995372929294,0.5577384386638331,5,-0.2,1,0.0,0,0,1,4,-0.25,surgical_haiku
S-C86j0keqc_000217_000227,4,0.25,1.1544561232218353,0.4907598072751098,0.17557344201668912,6.459166169567426,0.32070718298876033,action_state_or_agent_cue,agent_action,0,1,3,Event,4.668160517398154,0.9608201932594173,0.0,0.24730429018436648,1.1544561232218353,5,0.0,2,0.0,0,0,2,3,0.0,surgical_haiku
ShSSAEfnyDs_000000_000010,3,0.0,0.11807211717465615,0.04225640940894965,0.5916919994347993,0.964595332321756,0.040641757725529415,static_ad_ok_low_gap,scene_spatial,0,0,3,Entertainment,1.3383370066320017,0.8417334470562101,1.0,0.08822300854684657,0.11807211717465615,5,0.0,2,0.0,0,0,2,3,0.0,surgical_haiku
Xdz1cxEjLYc_000007_000017,4,0.0,0.13495272105603096,-0.028552009200473735,8.121596739069963,4.7739916163609655,0.10276606990860693,static_ad_ok_low_gap,scene_spatial,0,0,4,Food & Cooking,2.9719781806543457,0.8375340705645777,1.0,0.045408382179413634,0.13495272105603096,5,-0.2,3,0.16666666666666666,1,0,2,2,-0.75,surgical_haiku
Z5w-wkrjHuw_000345_000355,4,0.0,0.17610657414701836,0.13456828777826535,0.23587016310973016,2.830213353949292,0.13431021744505334,static_ad_ok_low_gap,agent_action,0,0,4,Entertainment,2.099089231049993,-0.19131610111586458,1.0,0.08389665934255087,0.17610657414701836,5,0.1,1,0.5,1,0,0,4,0.0,surgical_haiku
ZcYB6tPK2Eo_000138_000148,4,0.75,0.7005952820630961,0.2618748782093405,0.447701155461854,0.8604124303289868,0.030513613473566514,layout_replay_or_scene_cue,scene_spatial,3,0,1,How-to & Instructional,2.945892317027131,0.8107606117433909,0.0,0.23782107649138612,0.7005952820630961,5,0.3,1,0.0,0,0,1,4,0.375,surgical_haiku
_TKzyWZHjm8_000002_000012,4,0.75,1.321116843086283,0.6910991322921844,0.06950220584126535,0.6212148215814124,0.046777383822364405,layout_replay_or_scene_cue,scene_spatial,2,1,1,Health & Wellness,2.6737922309692586,0.9271556969866402,0.0,0.4940985420573885,1.321116843086283,5,-0.1,0,nan,0,0,0,5,-0.1,surgical_haiku
_oAKCHh_Av4_000003_000013,4,0.5,0.654070096417799,0.4786614837519175,0.16241744006241535,1.7629516475030624,0.22133697481093856,layout_replay_or_scene_cue,scene_spatial,2,0,2,People & Vlogs,1.9764172078044195,0.7824254919482663,1.0,0.3309372605313422,0.654070096417799,5,0.2,1,0.0,0,0,1,4,0.25,surgical_haiku
bgt29znHCzs_000343_000353,4,0.0,0.2607039636667312,0.09642051272203378,0.6742465474371973,0.465766417967761,0.060437147845080585,static_ad_ok_low_gap,agent_action,0,0,4,Sports,2.6351206006451933,0.8563220327314655,1.0,0.09893435754056168,0.2607039636667312,5,0.0,2,0.0,0,0,2,3,0.0,surgical_haiku
c_gQ9CSaZY4_000000_000010,4,0.25,0.352719957851357,0.056770223637743894,0.7027191429261422,2.7031309674796855,0.165572852456901,layout_replay_or_scene_cue,scene_spatial,1,0,3,How-to & Instructional,2.520887899506453,0.4892434443641492,0.0,0.1399189380536967,0.352719957851357,5,0.2,1,1.0,1,0,0,4,0.0,surgical_haiku
crjesEwF0Ks_000197_000207,4,0.75,0.9026884582180909,0.34271596225763923,0.04450687963386963,0.13004111472165894,0.05797057288561319,action_state_or_agent_cue,agent_action,2,1,1,How-to & Instructional,2.7529728262611424,0.8171296834435804,0.0,0.3278958838994596,0.9026884582180909,5,0.0,1,0.0,0,0,1,4,0.0,surgical_haiku
d7_SY48r__8_000060_000070,4,0.5,1.2900624561536096,1.0108672976794861,0.2164198773031181,0.20272565949045865,0.39310510505198426,action_state_or_agent_cue,agent_action,0,2,2,How-to & Instructional,3.841891835108596,0.9863982817435745,0.0,0.3357883333321757,1.2900624561536096,5,0.0,1,0.0,0,0,1,4,0.0,surgical_haiku
dlBeUWrse3I_000019_000029,4,0.25,1.3775210861939686,0.6896790036566189,0.0356228624280463,0.7058997600475249,0.40817714828040613,action_state_or_agent_cue,agent_action,0,1,3,How-to & Instructional,4.246835801555369,0.8866766930617855,0.0,0.32436410319642284,1.3775210861939686,5,-0.1,2,-0.25,0,1,1,3,0.0,surgical_haiku
eb-ufaFcUas_000008_000018,4,0.0,0.19568934385978232,0.006881869844135857,0.27164102171226734,2.0608733700232715,0.0033108809718598586,static_ad_ok_low_gap,scene_spatial,0,0,4,Entertainment,3.9288164532640506,0.9613442444767305,0.0,0.049808726416120594,0.19568934385978232,5,0.1,1,0.5,1,0,0,4,0.0,surgical_haiku
g8Idd47kGqo_000037_000047,4,0.5,0.6473849405803418,0.18748701386379363,0.7300371213291141,3.651006986043715,0.36214912484323714,layout_replay_or_scene_cue,scene_spatial,2,0,2,Entertainment,2.292560991152813,0.9029403044710128,0.0,0.2823850458411598,0.6473849405803418,5,0.1,0,nan,0,0,0,5,0.1,surgical_haiku
gFBO3zrod9Y_000005_000015,4,0.75,0.5856489099335302,0.44616083622848884,0.0495144298271783,0.20102044866360785,0.35319403015076106,action_state_or_agent_cue,agent_action,0,3,1,People & Vlogs,2.0812311781547086,0.6176262411199848,1.0,0.281395414445399,0.5856489099335302,5,0.1,0,nan,0,0,0,5,0.1,surgical_haiku
h8wsO9A9v_c_000016_000026,4,0.0,0.13834739421470932,0.08597977678663793,0.37852261493844297,1.0976386999216614,0.12520104579234548,static_ad_ok_low_gap,agent_action,0,0,4,People & Vlogs,2.4681087328380795,-0.19095862035560207,1.0,0.05605401106280417,0.13834739421470932,5,0.1,1,0.5,1,0,0,4,0.0,surgical_haiku
heWD9j45Emw_000225_000235,4,0.0,0.1001261679589639,-0.017678372458604187,1.3050024299025524,1.355303979201062,0.03249148185474323,static_ad_ok_low_gap,scene_spatial,0,0,4,Music,1.9590705417688632,0.3690364379956597,1.0,0.05110901615036232,0.1001261679589639,5,0.4,2,0.25,1,0,1,3,0.5,surgical_haiku
iEAWgsSvJAE_000023_000033,4,0.25,1.3035904053019887,0.7509312281612938,0.12205133216015576,1.1212148699793425,0.2985285828833677,action_state_or_agent_cue,agent_action,0,1,3,Film & Animation,4.060358103979609,0.9778830507267023,0.0,0.3210530627888026,1.3035904053019887,5,-0.1,0,nan,0,0,0,5,-0.1,surgical_haiku
iGmGQxox43I_000000_000010,4,0.25,1.0863189082371136,0.2662701184712081,0.06503627959429716,0.5973303627555673,0.2000671455642899,action_state_or_agent_cue,agent_action,0,1,3,How-to & Instructional,5.964753580129161,0.7029141769071918,0.0,0.18212301541777867,1.0863189082371136,5,0.0,1,0.0,0,0,1,4,0.0,surgical_haiku
iZP6gjlr_nM_000113_000123,4,0.5,0.7526990299855018,0.38972761841741516,0.12424179229379884,1.465286283576188,0.21146198836537256,layout_replay_or_scene_cue,scene_spatial,2,0,2,How-to & Instructional,3.0749868498327024,0.8984910578325038,0.0,0.24478121915430404,0.7526990299855018,5,-0.1,1,0.0,0,0,1,4,-0.125,surgical_haiku
j4CKRgv3jUg_000000_000010,4,0.75,0.7253805587851099,0.4831550813836607,0.043419583313228864,0.07519309008078705,0.365949658971493,layout_replay_or_scene_cue,scene_spatial,3,0,1,Entertainment,1.8302234788777618,0.926475550679746,0.0,0.39633441880545184,0.7253805587851099,5,-0.1,1,-0.5,0,1,0,4,0.0,surgical_haiku
j6CgiNeWQwM_000842_000852,4,0.0,0.21439319497708154,0.1077450278939309,0.38113367336210774,2.6254422643582895,0.14700280095400792,static_ad_ok_low_gap,scene_spatial,0,0,4,Food & Cooking,1.6338076147303955,0.20401696772347538,1.0,0.1312230357136999,0.21439319497708154,5,0.2,1,0.5,1,0,0,4,0.125,surgical_haiku
jeweRSnAJeo_000050_000060,4,0.5,0.5153065741077678,0.2707745151427489,0.34364213905447044,0.7730626418452329,0.3306006498204368,layout_replay_or_scene_cue,scene_spatial,2,0,2,Film & Animation,1.7469360842566608,0.0051718527637411495,1.0,0.29497734848555496,0.5153065741077678,5,0.3,0,nan,0,0,0,5,0.3,surgical_haiku
lgJywzzdUC8_000000_000010,4,0.5,0.3726289204622779,0.2067656925238931,0.44511635793758936,0.46297060849071986,0.22516335104515184,layout_replay_or_scene_cue,scene_spatial,2,0,2,Event,1.9438999656640314,0.7767179694272235,1.0,0.19169140750254027,0.3726289204622779,5,0.1,1,0.0,0,0,1,4,0.125,surgical_haiku
rGQ64NXktF8_000006_000016,4,0.0,0.17519016065690773,0.04939704370879923,0.43277965299724114,0.5619834176368357,0.07989954688517795,static_ad_ok_low_gap,scene_spatial,0,0,4,People & Vlogs,1.9192762221893982,0.9847584291046082,0.0,0.09127928467589778,0.17519016065690773,5,0.1,1,0.5,1,0,0,4,0.0,surgical_haiku
u-olDM7oGGM_000012_000022,4,0.25,0.3219531003410223,0.03146800754190933,0.5226314307183114,1.0317543067271309,0.016741465191371638,action_state_or_agent_cue,agent_action,0,1,3,Health & Wellness,2.6857805868260054,0.6549211892765382,0.0,0.1198731951225767,0.3219531003410223,5,-0.1,0,nan,0,0,0,5,-0.1,surgical_haiku
v2Hr1CH-yb0_000076_000086,4,0.75,1.6433004227278163,1.114115298973681,0.32202579420974536,0.16412972988229546,0.746572461860279,action_state_or_agent_cue,agent_action,2,1,1,How-to & Instructional,3.8712684110916915,0.9633828654473647,0.0,0.42448630480375504,1.6433004227278163,5,0.1,2,0.25,1,0,1,3,0.0,surgical_haiku
wbOD_G3ttgU_000083_000093,4,0.0,0.16275834985954518,0.07038350011181108,0.3216459157096199,1.4528875298158987,0.06396057555635162,static_ad_ok_low_gap,scene_spatial,0,0,4,How-to & Instructional,2.62713213846676,0.9397804684890813,1.0,0.06195286010795551,0.16275834985954518,5,0.0,2,0.0,0,0,2,3,0.0,surgical_haiku
xW6hpK-DBMY_000080_000090,4,0.25,0.4012098956713289,0.19798477712030113,0.04618682678202712,1.2153241348816464,0.09797887267499888,action_state_or_agent_cue,agent_action,0,1,3,How-to & Instructional,2.9563891795441624,0.3654666219767752,1.0,0.1357094317782581,0.4012098956713289,5,0.3,3,0.3333333333333333,2,0,1,2,0.25,surgical_haiku
yBO8rAMeqjc_000007_000017,4,0.0,0.26673991495174454,-0.0022295334770818798,0.7369506862601067,0.8057500147895731,0.07830673817137289,static_ad_ok_low_gap,agent_action,0,0,4,"Education, Seminar & Talks",2.2339150868495343,0.66995724900777,1.0,0.11940467948937346,0.26673991495174454,5,0.1,1,0.5,1,0,0,4,0.0,surgical_haiku
zTJ0Zbv1jBo_000045_000055,4,0.75,1.0262665348950901,0.6344538631860054,0.04263532268710737,0.09107560187158138,0.4182179430941144,layout_replay_or_scene_cue,scene_spatial,3,0,1,Health & Wellness,1.7335242054696969,0.7376065981000166,0.0,0.5920116555955585,1.0262665348950901,5,0.1,1,0.0,0,0,1,4,0.125,surgical_haiku
