kind,metric,rho,tau,wins,full,rule
gate,high:vlm_best_dims_mean|low:claude_vlm_specificity_norm,0.9587265038062307,0.8873671577311497,54/54,16/18,high_need_seconds_frac>=0.550
gate,high:vlm_best_dims_mean|low:claude_vlm_specificity_norm,0.9587265038062307,0.8873671577311497,54/54,16/18,tribe_pressure>=0.609
gate,high:claude_vlm_specificity_norm|low:strict_all4_80adqa_20clip,0.9587172861982977,0.8864638041909308,53/54,17/18,extended_seconds_frac>=0.477
gate,high:claude_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9586907779730088,0.8838369418724036,54/54,17/18,mean_speech_density>=1.000
gate,high:vlm_best_dims_mean|low:all4_mean,0.9586777780208414,0.8856919591998331,54/54,17/18,extended_seconds_frac>=0.364
soft_gate,high:selected3_mean|low:vlm_best_dims_mean,0.9586777780208414,0.8856919591998331,54/54,16/18,weight=tribe_pressure
gate,high:claude_vlm_specificity_norm|low:selected3_mean,0.9586732653177721,0.8912172954019939,53/54,17/18,high_need_seconds_frac>=0.550
gate,high:claude_vlm_specificity_norm|low:selected3_mean,0.9586732653177721,0.8912172954019939,53/54,17/18,tribe_pressure>=0.609
gate,high:claude_vlm_specificity_norm|low:vlm_best_dims_mean,0.9586493976364616,0.8912172954019939,53/54,15/18,mean_speech_density>=0.682
gate,high:claude_vlm_completeness_norm|low:selected3_mean,0.9586475987826598,0.8897673930264822,53/54,15/18,mean_speech_density>=0.682
soft_gate,high:claude_vlm_completeness_norm|low:vlm_best_dims_mean,0.9586317283160745,0.8893739517545258,54/54,16/18,weight=mean_speech_density
gate,high:claude_vlm_completeness_norm|low:claude_vlm_specificity_norm,0.9586096221287939,0.8904236912415743,54/54,16/18,mean_need>=0.374
gate,high:claude_vlm_completeness_norm|low:claude_vlm_specificity_norm,0.9586096221287939,0.8904236912415743,54/54,16/18,mean_need>=0.378
gate,high:claude_vlm_completeness_norm|low:vlm_best_dims_mean,0.9586096221287939,0.8904236912415743,54/54,16/18,extended_seconds_frac>=0.364
gate,high:claude_vlm_completeness_norm|low:claude_vlm_specificity_norm,0.9586096221287939,0.8904236912415743,54/54,16/18,tribe_pressure>=0.484
soft_gate,high:claude_vlm_specificity_norm|low:all4_mean,0.958453935731916,0.8839496768475154,54/54,18/18,weight=mean_need
soft_gate,high:vlm_best_dims_mean|low:selected3_mean,0.958453935731916,0.8839496768475154,54/54,17/18,weight=mean_need
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9584394187077572,0.8872812785625314,54/54,16/18,extended_seconds_frac>=0.477
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9584315035754069,0.8870867633177163,54/54,16/18,tribe_pressure>=0.522
gate,high:vlm_best_dims_mean|low:claude_vlm_listener_utility_norm,0.9584156738989824,0.886698116305276,54/54,16/18,high_need_seconds_frac>=0.373
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9584156738989824,0.886698116305276,54/54,16/18,mean_speech_density>=0.682
soft_gate,high:vlm_best_dims_mean|low:claude_vlm_specificity_norm,0.9584156738989824,0.886698116305276,54/54,17/18,weight=extended_seconds_frac
gate,high:gpt_vlm_completeness_norm|low:claude_vlm_completeness_norm,0.9583855071492468,0.8917328647463018,53/54,16/18,max_need>=0.771
gate,high:claude_vlm_specificity_norm|low:selected3_mean,0.9583775531814799,0.8909370298133361,53/54,17/18,mean_need>=0.374
gate,high:claude_vlm_specificity_norm|low:selected3_mean,0.9583775531814799,0.8909370298133361,53/54,17/18,tribe_pressure>=0.484
gate,high:claude_vlm_specificity_norm|low:selected3_mean,0.9583775531814799,0.8909370298133361,53/54,17/18,tribe_pressure>=0.522
gate,high:claude_vlm_specificity_norm|low:vlm_best_dims_mean,0.9583775531814799,0.8909370298133361,53/54,16/18,tribe_pressure>=0.522
gate,high:gpt_vlm_completeness_norm|low:claude_vlm_completeness_norm,0.9583695994117479,0.8915337060917249,53/54,16/18,max_need>=0.838
gate,high:claude_vlm_completeness_norm|low:vlm_best_dims_mean,0.9583457392906787,0.8907384037870546,54/54,16/18,mean_speech_density>=0.682
gate,high:claude_vlm_specificity_norm|low:selected3_mean,0.9583443252620074,0.8892903059524734,52/54,14/18,mean_speech_density>=0.682
soft_gate,high:vlm_best_dims_mean|low:all4_mean,0.9583413966691032,0.8824156972309534,54/54,17/18,weight=extended_seconds_frac
gate,high:claude_vlm_specificity_norm|low:vlm_best_dims_mean,0.9583377863130037,0.8905399105469776,53/54,16/18,max_need>=0.624
gate,high:claude_vlm_completeness_norm|low:selected3_mean,0.9583363924405741,0.8890936255771934,53/54,16/18,mean_speech_density>=1.000
gate,high:vlm_best_dims_mean|low:strict_all4_80adqa_20clip,0.9583317607727918,0.8810855959813211,54/54,17/18,high_need_seconds_frac>=0.550
gate,high:vlm_best_dims_mean|low:strict_all4_80adqa_20clip,0.9583317607727918,0.8810855959813211,54/54,17/18,tribe_pressure>=0.609
gate,high:claude_vlm_specificity_norm|low:vlm_best_dims_mean,0.9583059763821583,0.8899452260662698,53/54,16/18,max_need>=0.730
gate,high:claude_vlm_completeness_norm|low:selected3_mean,0.9583059763821583,0.8899452260662698,54/54,17/18,high_need_seconds_frac>=0.373
gate,high:claude_vlm_completeness_norm|low:vlm_best_dims_mean,0.9582980243943696,0.8897472624944589,54/54,16/18,extended_seconds_frac>=0.477
gate,high:claude_vlm_completeness_norm|low:claude_vlm_specificity_norm,0.9582980243943696,0.8897472624944589,54/54,16/18,tribe_pressure>=0.522
soft_gate,high:claude_vlm_completeness_norm|low:gpt_vlm_completeness_norm,0.9582821210126419,0.8893517313513328,54/54,16/18,weight=high_need_seconds_frac
soft_gate,high:claude_vlm_completeness_norm|low:gpt_vlm_completeness_norm,0.9582821210126419,0.8893517313513328,54/54,16/18,weight=extended_seconds_frac
gate,high:strict_all4_80adqa_20clip|low:vlm_best_dims_mean,0.9582808682058526,0.8879162775097471,54/54,16/18,max_need>=0.838
soft_gate,high:claude_vlm_completeness_norm|low:vlm_best_dims_mean,0.9582808682058526,0.8879162775097471,54/54,16/18,weight=mean_need
soft_gate,high:claude_vlm_completeness_norm|low:vlm_best_dims_mean,0.9582808682058526,0.8879162775097471,54/54,16/18,weight=high_need_seconds_frac
gate,high:vlm_best_dims_mean|low:claude_vlm_specificity_norm,0.9581523243870822,0.8870008276434512,54/54,16/18,extended_seconds_frac>=0.477
gate,high:vlm_best_dims_mean|low:claude_vlm_specificity_norm,0.958120673472072,0.8864175941594739,54/54,17/18,mean_speech_density>=0.682
gate,high:claude_vlm_specificity_norm|low:vlm_best_dims_mean,0.9580977396916934,0.8908554686232197,53/54,16/18,extended_seconds_frac>=0.364
gate,high:vlm_best_dims_mean|low:selected3_mean,0.9580725521508787,0.8847457071066709,53/54,15/18,mean_speech_density>=0.682
soft_gate,high:all4_mean|low:claude_vlm_completeness_norm,0.9580725521508787,0.8847457071066709,54/54,17/18,weight=mean_need
gate,high:claude_vlm_listener_utility_norm|low:claude_vlm_specificity_norm,0.9580182301655201,0.8898628716925604,53/54,16/18,high_need_seconds_frac>=0.727
gate,high:claude_vlm_specificity_norm|low:vlm_best_dims_mean,0.9580102803015681,0.8896647501557193,53/54,15/18,mean_speech_density>=0.874
gate,high:claude_vlm_completeness_norm|low:selected3_mean,0.9579934728288522,0.8878316468298383,54/54,17/18,high_need_seconds_frac>=0.727
gate,high:claude_vlm_completeness_norm|low:selected3_mean,0.9579934728288522,0.8878316468298383,54/54,17/18,extended_seconds_frac>=0.628
gate,high:claude_vlm_completeness_norm|low:selected3_mean,0.9579934728288522,0.8878316468298383,54/54,17/18,extended_seconds_frac>=0.727
soft_gate,high:claude_vlm_specificity_norm|low:strict_all4_80adqa_20clip,0.9579928880153956,0.8782738006181551,54/54,18/18,weight=high_need_seconds_frac
gate,high:claude_vlm_specificity_norm|low:claude_vlm_completeness_norm,0.9579610452243845,0.8925705330447753,53/54,16/18,extended_seconds_frac>=0.364
gate,high:claude_vlm_specificity_norm|low:strict_all4_80adqa_20clip,0.9579047783492054,0.8873047544726261,53/54,17/18,tribe_pressure>=0.522
soft_gate,high:all4_mean|low:claude_vlm_specificity_norm,0.9578492329333469,0.8830062940547219,54/54,17/18,weight=mean_need
soft_gate,high:claude_vlm_specificity_norm|low:all4_mean,0.9578492329333469,0.8830062940547219,54/54,18/18,weight=tribe_pressure
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9578256682381278,0.8861369916225154,54/54,16/18,mean_need>=0.374
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9578256682381278,0.8861369916225154,54/54,16/18,mean_need>=0.378
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9578256682381278,0.8861369916225154,54/54,16/18,tribe_pressure>=0.484
soft_gate,high:strict_all4_80adqa_20clip|low:claude_vlm_completeness_norm,0.9578132382091021,0.8790193013650933,54/54,17/18,weight=max_need
soft_gate,high:claude_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9578132382091021,0.8790193013650933,54/54,17/18,weight=high_need_seconds_frac
gate,high:vlm_best_dims_mean|low:claude_vlm_specificity_norm,0.9578098485678198,0.8857487607203667,54/54,16/18,mean_need>=0.378
gate,high:vlm_best_dims_mean|low:selected3_mean,0.9578098485678198,0.8857487607203667,53/54,16/18,mean_speech_density>=1.000
soft_gate,high:claude_vlm_completeness_norm|low:selected3_mean,0.9578098485678198,0.8857487607203667,54/54,17/18,weight=mean_need
soft_gate,high:vlm_best_dims_mean|low:claude_vlm_specificity_norm,0.9578098485678198,0.8857487607203667,54/54,17/18,weight=max_need
soft_gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9578098485678198,0.8857487607203667,54/54,16/18,weight=high_need_seconds_frac
soft_gate,high:claude_vlm_listener_utility_norm|low:selected3_mean,0.9578098485678198,0.8857487607203667,54/54,17/18,weight=high_need_seconds_frac
soft_gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9578098485678198,0.8857487607203667,54/54,16/18,weight=tribe_pressure
soft_gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9578098485678198,0.8857487607203667,54/54,16/18,weight=mean_speech_density
gate,high:claude_vlm_specificity_norm|low:vlm_best_dims_mean,0.9577702163290203,0.8899790330070851,53/54,16/18,mean_need>=0.374
gate,high:claude_vlm_specificity_norm|low:vlm_best_dims_mean,0.9577702163290203,0.8899790330070851,53/54,16/18,tribe_pressure>=0.484
gate,high:claude_vlm_completeness_norm|low:claude_vlm_specificity_norm,0.9577066320352287,0.8891861784773138,54/54,16/18,extended_seconds_frac>=0.364
gate,high:claude_vlm_completeness_norm|low:selected3_mean,0.9576986848888868,0.8889882957156608,54/54,17/18,high_need_seconds_frac>=0.417
gate,high:claude_vlm_completeness_norm|low:all4_mean,0.9576902143695837,0.8873550866329356,54/54,17/18,high_need_seconds_frac>=0.373
gate,high:claude_vlm_completeness_norm|low:all4_mean,0.9576902143695837,0.8873550866329356,54/54,17/18,high_need_seconds_frac>=0.417
gate,high:strict_all4_80adqa_20clip|low:vlm_best_dims_mean,0.9576743613272412,0.8869635776411745,54/54,16/18,max_need>=0.771
soft_gate,high:gpt_vlm_completeness_norm|low:vlm_best_dims_mean,0.9576743613272412,0.8869635776411745,53/54,16/18,weight=max_need
soft_gate,high:claude_vlm_completeness_norm|low:vlm_best_dims_mean,0.9576743613272412,0.8869635776411745,54/54,16/18,weight=extended_seconds_frac
soft_gate,high:claude_vlm_completeness_norm|low:vlm_best_dims_mean,0.9576743613272412,0.8869635776411745,54/54,16/18,weight=tribe_pressure
gate,high:claude_vlm_specificity_norm|low:strict_all4_80adqa_20clip,0.9576255650106058,0.8872193150754192,53/54,17/18,extended_seconds_frac>=0.364
gate,high:vlm_best_dims_mean|low:claude_vlm_specificity_norm,0.9575781080764123,0.886634399520088,54/54,16/18,mean_need>=0.487
gate,high:vlm_best_dims_mean|low:claude_vlm_specificity_norm,0.9575781080764123,0.886634399520088,54/54,16/18,tribe_pressure>=0.710
gate,high:selected3_mean|low:claude_vlm_specificity_norm,0.9575380726888987,0.8900957485012544,54/54,16/18,max_need>=0.771
soft_gate,high:all4_mean|low:claude_vlm_specificity_norm,0.9574673262809161,0.8837994550135085,54/54,17/18,weight=max_need
soft_gate,high:selected3_mean|low:vlm_best_dims_mean,0.9574673262809161,0.8837994550135085,54/54,17/18,weight=max_need
gate,high:claude_vlm_specificity_norm|low:all4_mean,0.957466207829353,0.888055538933302,53/54,17/18,tribe_pressure>=0.522
gate,high:claude_vlm_listener_utility_norm|low:claude_vlm_specificity_norm,0.9574347642533302,0.8893017289422369,53/54,16/18,extended_seconds_frac>=0.628
gate,high:claude_vlm_listener_utility_norm|low:claude_vlm_specificity_norm,0.9574347642533302,0.8893017289422369,53/54,16/18,extended_seconds_frac>=0.727
gate,high:claude_vlm_completeness_norm|low:vlm_best_dims_mean,0.9574186543163072,0.8874664473003607,54/54,16/18,mean_speech_density>=1.000
gate,high:claude_vlm_completeness_norm|low:selected3_mean,0.9573869559103153,0.8868785264360328,54/54,17/18,mean_need>=0.549
gate,high:claude_vlm_completeness_norm|low:selected3_mean,0.9573869559103153,0.8868785264360328,54/54,17/18,high_need_seconds_frac>=0.759
gate,high:claude_vlm_completeness_norm|low:selected3_mean,0.9573869559103153,0.8868785264360328,54/54,17/18,tribe_pressure>=0.919
gate,high:claude_vlm_completeness_norm|low:gpt_vlm_completeness_norm,0.957313847154099,0.8912100112879815,54/54,17/18,high_need_seconds_frac>=0.727
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9572198329008488,0.8851872199273143,54/54,16/18,mean_need>=0.393
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9572198329008488,0.8851872199273143,54/54,16/18,high_need_seconds_frac>=0.550
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9572198329008488,0.8851872199273143,54/54,16/18,tribe_pressure>=0.609
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.957211927970834,0.8849932488019598,54/54,16/18,high_need_seconds_frac>=0.373
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.957211927970834,0.8849932488019598,54/54,16/18,high_need_seconds_frac>=0.417
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.957211927970834,0.8849932488019598,54/54,16/18,mean_speech_density>=0.874
gate,high:claude_vlm_specificity_norm|low:claude_vlm_completeness_norm,0.9571946562101142,0.8900140232591653,53/54,15/18,mean_speech_density>=0.682
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_completeness_norm,0.9571804910896837,0.8837109692329108,54/54,16/18,max_need>=0.730
gate,high:claude_vlm_completeness_norm|low:gpt_vlm_completeness_norm,0.9571628794765604,0.8894178320412566,54/54,16/18,mean_need>=0.374
gate,high:claude_vlm_completeness_norm|low:gpt_vlm_completeness_norm,0.9571628794765604,0.8894178320412566,54/54,16/18,tribe_pressure>=0.484
gate,high:claude_vlm_specificity_norm|low:vlm_best_dims_mean,0.9571628794765604,0.8890210362008343,53/54,16/18,mean_need>=0.378
gate,high:claude_vlm_specificity_norm|low:vlm_best_dims_mean,0.9571628794765604,0.8890210362008343,53/54,16/18,high_need_seconds_frac>=0.373
gate,high:claude_vlm_specificity_norm|low:vlm_best_dims_mean,0.9571231630096918,0.8886247709544034,53/54,16/18,max_need>=0.641
soft_gate,high:claude_vlm_specificity_norm|low:gpt_vlm_completeness_norm,0.9570836974510468,0.88640196623913,53/54,16/18,weight=high_need_seconds_frac
soft_gate,high:claude_vlm_specificity_norm|low:vlm_best_dims_mean,0.95706785444863,0.8860108777726017,53/54,16/18,weight=max_need
soft_gate,high:claude_vlm_completeness_norm|low:claude_vlm_specificity_norm,0.9570675682610414,0.8874391469828354,54/54,16/18,weight=max_need
gate,high:claude_vlm_specificity_norm|low:claude_vlm_completeness_norm,0.9570180759567151,0.8909295263048972,53/54,16/18,tribe_pressure>=0.522
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_completeness_norm,0.9569327206764816,0.8851004509371985,54/54,16/18,mean_need>=0.487
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9569327206764816,0.8851004509371985,54/54,16/18,mean_need>=0.549
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9569327206764816,0.8851004509371985,54/54,16/18,high_need_seconds_frac>=0.759
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_completeness_norm,0.9569327206764816,0.8851004509371985,54/54,16/18,tribe_pressure>=0.710
gate,high:vlm_best_dims_mean|low:claude_vlm_completeness_norm,0.9569327206764816,0.8851004509371985,54/54,16/18,tribe_pressure>=0.919
gate,high:claude_vlm_specificity_norm|low:strict_all4_80adqa_20clip,0.9569251961133948,0.8842009242196787,53/54,15/18,mean_speech_density>=0.682
gate,high:claude_vlm_completeness_norm|low:gpt_vlm_completeness_norm,0.956922747518598,0.8899324028516739,54/54,17/18,mean_speech_density>=0.874
gate,high:claude_vlm_specificity_norm|low:claude_vlm_completeness_norm,0.9568989198598231,0.8893357333894568,53/54,16/18,extended_seconds_frac>=0.477
gate,high:claude_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9568778731664812,0.8832376371658337,54/54,17/18,high_need_seconds_frac>=0.417
gate,high:claude_vlm_specificity_norm|low:all4_mean,0.9568596407037087,0.8871011536147277,53/54,17/18,mean_need>=0.374
gate,high:claude_vlm_specificity_norm|low:all4_mean,0.9568596407037087,0.8871011536147277,53/54,17/18,tribe_pressure>=0.484
gate,high:claude_vlm_listener_utility_norm|low:claude_vlm_specificity_norm,0.9568592110503304,0.8889386198472689,53/54,16/18,mean_need>=0.549
gate,high:claude_vlm_listener_utility_norm|low:claude_vlm_specificity_norm,0.9568592110503304,0.8889386198472689,53/54,16/18,high_need_seconds_frac>=0.759
gate,high:claude_vlm_listener_utility_norm|low:claude_vlm_specificity_norm,0.9568592110503304,0.8889386198472689,53/54,16/18,tribe_pressure>=0.919
soft_gate,high:strict_all4_80adqa_20clip|low:claude_vlm_specificity_norm,0.9567785132740259,0.876219276708127,54/54,17/18,weight=mean_need
gate,high:claude_vlm_specificity_norm|low:strict_all4_80adqa_20clip,0.9566930075986055,0.8854027078392444,53/54,17/18,mean_need>=0.374
gate,high:claude_vlm_specificity_norm|low:strict_all4_80adqa_20clip,0.9566930075986055,0.8854027078392444,53/54,17/18,tribe_pressure>=0.484
single,claude_vlm_specificity_norm,0.95667464607514,0.8896517044200831,53/54,16/18,
soft_gate,high:claude_vlm_listener_utility_norm|low:all4_mean,0.9566398273362088,0.8811195284691348,54/54,17/18,weight=extended_seconds_frac
gate,high:vlm_best_dims_mean|low:claude_vlm_specificity_norm,0.956629798004536,0.8844313386956283,54/54,17/18,mean_speech_density>=0.874
gate,high:vlm_best_dims_mean|low:claude_vlm_specificity_norm,0.9566060976366753,0.8840436852302841,54/54,16/18,max_need>=0.641
gate,high:vlm_best_dims_mean|low:claude_vlm_specificity_norm,0.956598197905495,0.8838500495505481,54/54,16/18,mean_need>=0.374
