clip_key,corpus,clip_idx,video_id,category,duration_s,t,start_s,end_s,scene_spatial_gap,agent_action_gap,control_gap,visual_gap,dominant_type,dominance_margin,visual_minus_control
inbench_clip_06_0HEi6q3bGaw_000011_000021,inbench,6.0,0HEi6q3bGaw_000011_000021,Travel,17.88,8,13.003636363636362,14.629090909090907,0.10507020277998669,0.02993926155078952,0.25681574768494186,0.10507020277998669,scene_spatial,0.07513094122919717,-0.15174554490495518
inbench_clip_06_0HEi6q3bGaw_000011_000021,inbench,6.0,0HEi6q3bGaw_000011_000021,Travel,17.88,9,14.629090909090907,16.254545454545454,0.08703899748381316,0.019095870171319418,0.2187778268336904,0.08703899748381316,scene_spatial,0.06794312731249375,-0.13173882934987724
inbench_clip_06_0HEi6q3bGaw_000011_000021,inbench,6.0,0HEi6q3bGaw_000011_000021,Travel,17.88,10,16.254545454545454,17.88,0.06813297972868282,0.8281975921840942,0.038238153139231734,0.8281975921840942,agent_action,0.7600646124554113,0.7899594390448624
inbench_clip_07_09dQut5GJ68_000049_000059,inbench,7.0,09dQut5GJ68_000049_000059,Travel,16.39,0,0.0,1.49,0.3231296438928972,0.027100160913258065,0.03562396840479709,0.3231296438928972,scene_spatial,0.29602948297963916,0.28750567548810013
inbench_clip_07_09dQut5GJ68_000049_000059,inbench,7.0,09dQut5GJ68_000049_000059,Travel,16.39,1,1.49,2.98,0.14364322626884618,0.01940307951096254,0.045477966373570156,0.14364322626884618,scene_spatial,0.12424014675788364,0.09816525989527602
inbench_clip_07_09dQut5GJ68_000049_000059,inbench,7.0,09dQut5GJ68_000049_000059,Travel,16.39,2,2.98,4.47,0.17561885816329414,0.05314055241265325,0.04806747621723506,0.17561885816329414,scene_spatial,0.12247830575064089,0.12755138194605908
inbench_clip_07_09dQut5GJ68_000049_000059,inbench,7.0,09dQut5GJ68_000049_000059,Travel,16.39,3,4.47,5.96,0.08739422883890335,0.018373236071828503,0.03467166748497075,0.08739422883890335,scene_spatial,0.06902099276707485,0.05272256135393261
inbench_clip_07_09dQut5GJ68_000049_000059,inbench,7.0,09dQut5GJ68_000049_000059,Travel,16.39,4,5.96,7.45,0.0989069955489782,0.026035692416012446,0.06566185402803493,0.0989069955489782,scene_spatial,0.07287130313296575,0.03324514152094327
inbench_clip_07_09dQut5GJ68_000049_000059,inbench,7.0,09dQut5GJ68_000049_000059,Travel,16.39,5,7.45,8.94,0.09040706670919518,0.02179978485989187,0.06330154267605204,0.09040706670919518,scene_spatial,0.06860728184930331,0.027105524033143147
inbench_clip_07_09dQut5GJ68_000049_000059,inbench,7.0,09dQut5GJ68_000049_000059,Travel,16.39,6,8.94,10.43,0.11571570437265688,0.02326680327913533,0.11621411358552969,0.11571570437265688,scene_spatial,0.09244890109352155,-0.0004984092128728079
