run,kind,rho,tau,wins,full,w_adqa,clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8908279309259366,0.7911922590597437,52/54,14/18,0.97,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8908279309259366,0.7911922590597437,52/54,14/18,0.98,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8908279309259366,0.7911922590597437,52/54,14/18,0.99,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8908279309259366,0.7911922590597437,52/54,14/18,0.86,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8908279309259366,0.7911922590597437,52/54,14/18,0.87,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8908279309259366,0.7911922590597437,52/54,14/18,0.88,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8908279309259366,0.7911922590597437,52/54,14/18,0.89,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8908279309259366,0.7883832924595315,52/54,13/18,0.33,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8908279309259366,0.7883832924595315,52/54,13/18,0.34,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8908279309259366,0.7883832924595315,52/54,13/18,0.39,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8908279309259366,0.7883832924595315,52/54,13/18,0.40,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8908279309259366,0.7874469702594609,52/54,13/18,0.27,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8906990215122041,0.7881915874593288,51/54,12/18,0.19,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8906990215122041,0.7881915874593288,52/54,14/18,0.23,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8906990215122041,0.7825616475489049,51/54,13/18,0.21,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7902559368596731,52/54,14/18,0.90,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7902559368596731,52/54,14/18,0.91,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7902559368596731,52/54,14/18,0.92,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7902559368596731,52/54,14/18,0.93,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7902559368596731,52/54,14/18,0.94,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7902559368596731,52/54,14/18,0.95,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7902559368596731,52/54,14/18,0.96,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7902559368596731,52/54,14/18,0.97,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7902559368596731,52/54,14/18,0.98,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7902559368596731,52/54,14/18,0.99,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7874469702594609,52/54,13/18,0.29,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7874469702594609,52/54,13/18,0.30,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7874469702594609,52/54,13/18,0.35,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7865106480593902,52/54,13/18,0.29,clip_top3
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8902243889673146,0.7865106480593902,52/54,13/18,0.32,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.890095157768806,0.7863149408225208,52/54,13/18,0.23,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8896208470086927,0.7851061647592842,52/54,12/18,0.16,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.889491294025408,0.7825616475489049,51/54,13/18,0.21,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.889491294025408,0.7816233242305011,51/54,11/18,0.19,clip_mean
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8890173050500709,0.7855743258593195,52/54,13/18,0.28,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8890173050500709,0.7846380036592487,50/54,11/18,0.26,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8890173050500709,0.7822971981590721,52/54,12/18,0.17,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8888874302820099,0.7863149408225208,52/54,14/18,0.21,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8888874302820099,0.7853766175041169,52/54,14/18,0.20,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8888874302820099,0.780685000912097,50/54,11/18,0.19,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8888874302820099,0.780685000912097,50/54,12/18,0.20,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8884137630914489,0.7846380036592487,52/54,13/18,0.30,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8884137630914489,0.7846380036592487,52/54,13/18,0.31,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8884137630914489,0.7846380036592487,52/54,13/18,0.32,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8884137630914489,0.7832335203591426,52/54,12/18,0.15,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8884137630914489,0.7822971981590721,53/54,12/18,0.18,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8882835665386117,0.784438294185713,52/54,14/18,0.19,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.887810221132827,0.7832335203591426,52/54,12/18,0.15,clip_mean
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.887810221132827,0.7827653592591074,51/54,12/18,0.28,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8876797027952136,0.784438294185713,52/54,14/18,0.20,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8876797027952136,0.780685000912097,51/54,13/18,0.20,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8876797027952136,0.7788083542752892,50/54,11/18,0.18,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.887206679174205,0.7827653592591074,52/54,13/18,0.27,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.887206679174205,0.7818290370590366,50/54,11/18,0.25,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8870758390518154,0.7834999708673089,51/54,13/18,0.19,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8870758390518154,0.7816233242305011,51/54,12/18,0.22,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8870758390518154,0.7788083542752892,50/54,11/18,0.19,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8866031372155831,0.7818290370590366,52/54,13/18,0.29,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8866031372155831,0.7804245537589306,53/54,12/18,0.17,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8864719753084175,0.7825616475489049,51/54,11/18,0.18,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8864719753084175,0.7778700309568851,50/54,11/18,0.18,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8864719753084175,0.7778700309568851,50/54,11/18,0.18,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8859995952569613,0.7799563926588953,50/54,11/18,0.24,clip_mean
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8859995952569613,0.7799563926588953,51/54,12/18,0.27,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8858681115650193,0.7778700309568851,50/54,12/18,0.19,clip_top3
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8853960532983395,0.7799563926588953,51/54,12/18,0.25,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8853960532983395,0.7799563926588953,52/54,13/18,0.28,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8853960532983395,0.7790200704588245,51/54,12/18,0.26,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8853960532983395,0.7785519093587892,52/54,12/18,0.16,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8853960532983395,0.7780837482587539,51/54,12/18,0.25,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8852642478216212,0.7788083542752892,51/54,12/18,0.21,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8852642478216212,0.7759933843200773,50/54,11/18,0.17,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8847925113397175,0.7794882315588599,51/54,12/18,0.14,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8847925113397175,0.7790200704588245,51/54,12/18,0.26,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8847925113397175,0.7780837482587539,50/54,11/18,0.23,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.884660384078223,0.7788083542752892,52/54,13/18,0.18,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8841889693810956,0.7776155871587185,52/54,12/18,0.16,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8840565203348248,0.7797466775936932,51/54,11/18,0.17,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8840565203348248,0.7778700309568851,51/54,11/18,0.17,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8840565203348248,0.7769317076384813,51/54,12/18,0.20,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8840565203348248,0.7750550610016734,50/54,11/18,0.18,clip_top3
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8835854274224736,0.7771474260586831,52/54,13/18,0.27,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8835854274224736,0.7762111038586124,50/54,11/18,0.22,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8834526565914269,0.7788083542752892,51/54,12/18,0.18,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8834526565914269,0.7750550610016734,50/54,11/18,0.17,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8834526565914269,0.7750550610016734,50/54,11/18,0.17,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8829818854638517,0.7762111038586124,50/54,11/18,0.24,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8829818854638517,0.774338459458471,50/54,11/18,0.23,clip_top3
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8829818854638517,0.774338459458471,50/54,11/18,0.24,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8828487928480288,0.7769317076384813,51/54,11/18,0.16,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8823783435052299,0.7766792649586478,51/54,11/18,0.14,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8822449291046306,0.7769317076384813,51/54,11/18,0.16,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8822449291046306,0.7759933843200773,51/54,11/18,0.15,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8822449291046306,0.7731784143648653,50/54,11/18,0.16,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8817748015466078,0.774338459458471,50/54,11/18,0.23,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8817748015466078,0.774338459458471,52/54,13/18,0.26,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8817748015466078,0.7724658150583297,50/54,11/18,0.22,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8816410653612325,0.7759933843200773,51/54,12/18,0.17,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8816410653612325,0.7741167376832694,51/54,12/18,0.19,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8816410653612325,0.7731784143648653,51/54,11/18,0.18,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.881171259587986,0.7738702983584357,52/54,12/18,0.15,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.881171259587986,0.7734021372584003,50/54,11/18,0.22,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.881171259587986,0.7734021372584003,51/54,12/18,0.25,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8810372016178344,0.7722400910464614,50/54,11/18,0.16,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8810372016178344,0.7722400910464614,50/54,11/18,0.15,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8810372016178344,0.7713017677280575,50/54,11/18,0.17,clip_top3
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.880567717629364,0.7734021372584003,50/54,11/18,0.21,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.880567717629364,0.772933976158365,52/54,12/18,0.15,clip_top3
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.880567717629364,0.7705931706581882,50/54,11/18,0.21,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8804333378744363,0.7731784143648653,51/54,11/18,0.15,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8804333378744363,0.7722400910464614,50/54,11/18,0.15,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8804333378744363,0.7713017677280575,50/54,11/18,0.16,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8804333378744363,0.7713017677280575,50/54,11/18,0.14,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8799641756707424,0.7715294928582589,50/54,11/18,0.20,clip_mean
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8799641756707424,0.7715294928582589,50/54,11/18,0.22,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8799641756707424,0.7715294928582589,51/54,12/18,0.23,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8799641756707424,0.7715294928582589,51/54,12/18,0.24,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8799641756707424,0.7696568484581175,50/54,11/18,0.20,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8798294741310383,0.7713017677280575,51/54,11/18,0.17,clip_top3
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8793606337121203,0.7705931706581882,50/54,11/18,0.21,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8792256103876401,0.7694251210912495,50/54,11/18,0.16,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8787570917534983,0.7710613317582237,52/54,12/18,0.14,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8787570917534983,0.7710613317582237,50/54,11/18,0.13,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.878621746644242,0.7703634444096535,51/54,11/18,0.14,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.878621746644242,0.7694251210912495,50/54,11/18,0.15,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8781535497948765,0.7677842040579761,50/54,11/18,0.19,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8780178829008438,0.7694251210912495,50/54,11/18,0.14,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8780178829008438,0.7684867977728456,51/54,11/18,0.16,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8780178829008438,0.7675484744544416,50/54,11/18,0.15,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8775500078362545,0.7710613317582237,50/54,11/18,0.13,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8774140191574459,0.7703634444096535,51/54,12/18,0.16,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8774140191574459,0.7694251210912495,50/54,11/18,0.13,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8774140191574459,0.7694251210912495,50/54,11/18,0.14,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8769464658776327,0.7691886873580821,51/54,12/18,0.14,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8769464658776327,0.7691886873580821,50/54,11/18,0.12,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8769464658776327,0.7687205262580469,50/54,11/18,0.20,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8769464658776327,0.7687205262580469,50/54,11/18,0.21,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8769464658776327,0.7687205262580469,50/54,11/18,0.20,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8769464658776327,0.7677842040579761,50/54,10/18,0.19,clip_mean
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8763429239190107,0.7677842040579761,50/54,11/18,0.19,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8757393819603889,0.7659115596578348,50/54,10/18,0.18,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8756024279272514,0.7675484744544416,51/54,11/18,0.15,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8749985641838532,0.7656718278176337,51/54,11/18,0.14,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.874532298043145,0.764975237457764,50/54,11/18,0.19,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.874532298043145,0.7640389152576933,50/54,10/18,0.17,clip_mean
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.874532298043145,0.7621662708575518,50/54,10/18,0.18,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8743947004404553,0.7656718278176337,50/54,11/18,0.12,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8743947004404553,0.7647335044992297,51/54,11/18,0.13,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8743947004404553,0.7647335044992297,51/54,11/18,0.15,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8739287560845231,0.7663797207578702,49/54,11/18,0.12,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8739287560845231,0.7654433985577994,49/54,11/18,0.13,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8739287560845231,0.7645070763577286,51/54,12/18,0.13,clip_top3
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8739287560845231,0.7621662708575518,50/54,10/18,0.16,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8737908366970571,0.7656718278176337,50/54,11/18,0.13,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8737908366970571,0.7647335044992297,50/54,11/18,0.13,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8733252141259011,0.7640389152576933,50/54,10/18,0.18,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8731869729536592,0.7637951811808257,50/54,11/18,0.14,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8731869729536592,0.7609802112256138,50/54,11/18,0.14,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8727216721672792,0.7645070763577286,49/54,11/18,0.11,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8727216721672792,0.7621662708575518,50/54,10/18,0.18,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8727216721672792,0.7602936264574105,50/54,10/18,0.17,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.872583109210261,0.7628568578624219,50/54,11/18,0.14,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.872583109210261,0.7628568578624219,50/54,11/18,0.12,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.872583109210261,0.7628568578624219,50/54,11/18,0.13,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8721181302086572,0.7621662708575518,50/54,10/18,0.17,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8719792454668629,0.7628568578624219,50/54,11/18,0.13,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8715145882500355,0.7626344319575873,49/54,11/18,0.12,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8715145882500355,0.7602936264574105,50/54,10/18,0.17,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8715145882500355,0.7584209820572692,50/54,10/18,0.15,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8709110462914136,0.7598254653573752,50/54,11/18,0.12,clip_top3
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8709110462914136,0.7593573042573397,50/54,10/18,0.16,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8709110462914136,0.7584209820572692,50/54,10/18,0.15,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8707715179800668,0.7609802112256138,50/54,11/18,0.12,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8707715179800668,0.76004188790721,50/54,11/18,0.13,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8703075043327917,0.7616981097575165,49/54,11/18,0.11,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8703075043327917,0.7616981097575165,49/54,11/18,0.10,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8703075043327917,0.7565483376571277,50/54,10/18,0.14,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8701676542366686,0.76004188790721,50/54,11/18,0.10,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8701676542366686,0.757226917951998,50/54,11/18,0.13,clip_top3
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8697039623741697,0.755612015457057,50/54,10/18,0.16,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8695637904932705,0.76004188790721,50/54,11/18,0.12,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8695637904932705,0.7591035645888059,50/54,11/18,0.12,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8689599267498723,0.76004188790721,50/54,11/18,0.11,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8689599267498723,0.7591035645888059,50/54,11/18,0.12,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8689599267498723,0.7591035645888059,50/54,11/18,0.11,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8684968784569258,0.7588891431573045,49/54,11/18,0.11,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8684968784569258,0.7565483376571277,50/54,10/18,0.16,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8683560630064744,0.7591035645888059,50/54,11/18,0.11,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,adqa_norm,0.8681092215671021,0.7996920297787832,49/54,9/18,,
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8681092215671021,0.7996920297787832,49/54,9/18,1.00,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8681092215671021,0.7996920297787832,49/54,9/18,1.00,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8681092215671021,0.7996920297787832,49/54,9/18,1.00,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8681092215671021,0.7996920297787832,49/54,9/18,1.00,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8677521992630762,0.757226917951998,50/54,11/18,0.11,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.8677521992630762,0.757226917951998,50/54,11/18,0.11,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8672897945396821,0.7579528209572337,49/54,11/18,0.10,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8672897945396821,0.7579528209572337,49/54,11/18,0.10,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.8671483355196781,0.757226917951998,50/54,11/18,0.11,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.8666862525810601,0.757016498757163,49/54,11/18,0.09,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8666862525810601,0.7537393710569156,50/54,10/18,0.15,need_weighted_clip
adqa_q-claude-haiku-4-5_g-gpt-4o,ensemble,0.8666862525810601,0.7537393710569156,49/54,10/18,0.14,critical_weighted_clip
