video_id,category,adqa_fail,ensemble_fail,clip_fail,t3_lost_any,mean_visual_gap,max_visual_gap,mean_scene_spatial_gap,mean_agent_action_gap,top1_vs_uniform,top1_share,scene_agent_peak_apart,route_scene_spatial,route_agent_action,accessibility_gap,description_loss,alignment_loss,duration_s,tier3_word_count,tier3_words_per_sec,transcript_word_count,transcript_words_per_sec,transcript_unique_ratio,transcript_sound_cue_count,transcript_char_count,transcript_available,category_loo_adqa_fail_rate,category_loo_ensemble_fail_rate,category_loo_clip_fail_rate,category_loo_t3_lost_any_rate
F-mRnL_XmJU_000000_000010,Entertainment,0,0,0,0,0.36214732319312576,1.4402525697364772,0.33834611997385766,0.20826483591122144,3.976979746909298,0.3976979746909298,0.0,1,0,0.22856270395830125,0.17067198456600197,0.0009210522776676999,10.0,48,4.8,4,0.4,1.0,0,22,1,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.3333333333333333
GOH6fBhoi2o_000010_000020,Entertainment,1,1,1,1,0.818331242947543,1.0077491301049082,0.7689367006681229,0.19911202880406462,1.231468477819693,0.1231468477819693,1.0,1,0,0.3961782650029143,0.6411825201878115,1.0,10.0,39,3.9,0,0.0,0.0,0,0,0,0.3333333333333333,0.0,0.4444444444444444,0.2222222222222222
HpRmj5ce32c_000001_000011,Sports,0,0,0,0,0.5038012674053584,0.8163882973825453,0.41678218692007396,0.2991144760531036,1.6204570139075882,0.14731427399159894,1.0,1,0,0.276380794057565,0.5413952395316871,0.003096604456257479,10.0,60,6.0,4,0.4,0.5,0,23,1,0.0,0.0,0.4,0.0
N-LZPc27kjM_000229_000239,How-to & Instructional,0,0,0,0,0.09256529634864843,0.2224456404409303,0.09256529634864843,0.045130067850234955,2.4031213555789392,0.24031213555789394,0.0,1,0,0.09554951254932365,0.15636603003902982,0.005170633179548245,10.0,61,6.1,0,0.0,0.0,0,43,1,0.3,0.05,0.3,0.05
OASCPKazLIM_000132_000142,How-to & Instructional,0,0,0,0,0.16810691305391517,0.41541523801848446,0.1641984303178564,0.06516686216084065,2.4711371499948527,0.2246488318177139,1.0,1,0,0.18390168094751747,0.1474455029442422,1.0,10.0,53,5.3,4,0.4,1.0,0,22,1,0.3,0.05,0.3,0.05
RjPp0ZPW0yc_000000_000010,How-to & Instructional,0,0,0,0,0.2663328261450171,0.40561520414596874,0.2663328261450171,0.09077978746934355,1.5229636166783023,0.13845123787984567,0.0,1,0,0.2282156072672632,0.4170288343487258,1.0,10.0,45,4.5,4,0.4,1.0,0,23,1,0.3,0.05,0.3,0.05
RlfVK8z5wJ0_000000_000010,Sports,0,0,0,0,0.27812995372929294,0.5577384386638331,0.27812995372929294,0.024405478594441022,2.0053159725711756,0.20053159725711756,0.0,1,0,0.1645468950413399,0.5299760920847479,1.0,10.0,50,5.0,4,0.4,1.0,0,23,1,0.0,0.0,0.4,0.0
S-C86j0keqc_000217_000227,Event,0,0,0,0,0.24730429018436648,1.1544561232218353,0.15281560452216708,0.2145872716320221,4.668160517398154,0.42437822885437765,0.0,0,1,0.1053204411955001,0.5154061041421358,0.004194050218952916,10.0,46,4.6,12,1.2,0.9166666666666666,0,64,1,0.0,0.0,0.5,0.0
ShSSAEfnyDs_000000_000010,Entertainment,1,0,0,1,0.08822300854684657,0.11807211717465615,0.08822300854684657,0.042989001077422054,1.3383370066320017,0.2676674013264004,1.0,1,0,0.08229304085841571,0.5905645985997512,0.004372574582737876,10.0,47,4.7,1,0.1,1.0,0,4,1,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.2222222222222222
Xdz1cxEjLYc_000007_000017,Food & Cooking,0,0,0,0,0.045408382179413634,0.13495272105603096,0.045408382179413634,0.017723208036123584,2.9719781806543457,0.2971978180654346,1.0,1,0,0.08644013184582944,0.18165979263847076,0.02032194251091568,10.0,62,6.2,6,0.6,0.8333333333333334,0,30,1,0.0,0.0,0.0,0.0
Z5w-wkrjHuw_000345_000355,Entertainment,0,0,1,0,0.08389665934255087,0.17610657414701836,0.07168663957481876,0.044880867503139306,2.099089231049993,0.19082629373181756,1.0,1,0,0.08805246984084747,0.3962320615444055,1.6148193893172902e-12,10.0,50,5.0,27,2.7,0.7407407407407407,0,132,1,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.3333333333333333
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,0,0,0,0,0.23782107649138612,0.7005952820630961,0.23632174193331829,0.12210922693429031,2.945892317027131,0.2945892317027131,0.0,1,0,0.25646987169948376,0.12543279078259517,0.02297914735964346,10.0,53,5.3,5,0.5,0.4,0,25,1,0.3,0.05,0.3,0.05
_TKzyWZHjm8_000002_000012,Health & Wellness,0,0,0,0,0.4940985420573885,1.321116843086283,0.4398668354013195,0.3752570898052631,2.6737922309692586,0.24307202099720532,0.0,1,0,0.1308002538681644,0.684058235477668,1.0,10.0,66,6.6,11,1.1,1.0,0,60,1,0.0,0.0,0.3333333333333333,0.6666666666666666
_oAKCHh_Av4_000003_000013,People & Vlogs,0,0,1,0,0.3309372605313422,0.654070096417799,0.32953304983248777,0.15521945444287175,1.9764172078044195,0.19764172078044195,1.0,1,0,0.19014348298258033,0.00468318201012774,0.024811921214262456,10.0,48,4.8,5,0.5,1.0,0,26,1,0.0,0.0,0.2857142857142857,0.0
bgt29znHCzs_000343_000353,Sports,0,0,1,0,0.09893435754056168,0.2607039636667312,0.08209658313298317,0.0823627553813765,2.6351206006451933,0.2635120600645193,1.0,0,1,0.13765484813168005,0.3242362712273048,0.013263930630287857,10.0,78,7.8,6,0.6,1.0,0,34,1,0.0,0.0,0.2,0.0
c_gQ9CSaZY4_000000_000010,How-to & Instructional,0,0,0,0,0.1399189380536967,0.352719957851357,0.13592032436438906,0.06925181810876102,2.520887899506453,0.22917162722785936,0.0,1,0,0.21586985493136313,0.17734835096821178,1.0,10.0,52,5.2,3,0.3,1.0,0,20,1,0.3,0.05,0.3,0.05
crjesEwF0Ks_000197_000207,How-to & Instructional,1,0,0,0,0.3278958838994596,0.9026884582180909,0.30216011087835454,0.22017771520566204,2.7529728262611424,0.27529728262611425,0.0,1,0,0.3233000293028674,0.28558791281467105,1.6785461909307742e-12,10.0,50,5.0,4,0.4,1.0,0,23,1,0.25,0.05,0.3,0.05
d7_SY48r__8_000060_000070,How-to & Instructional,1,1,1,1,0.3357883333321757,1.2900624561536096,0.24323566198062557,0.3272326371912543,3.841891835108596,0.3841891835108596,0.0,0,1,0.41756418063859524,0.2832248487870783,1.0,10.0,41,4.1,10,1.0,0.9,0,59,1,0.25,0.0,0.25,0.0
dlBeUWrse3I_000019_000029,How-to & Instructional,0,0,0,0,0.32436410319642284,1.3775210861939686,0.198047064419152,0.3031318953885903,4.246835801555369,0.42468358015553687,0.0,0,1,0.1937591584360412,0.07270852125401539,0.024443582404954478,10.0,63,6.3,39,3.9,0.717948717948718,0,175,1,0.3,0.05,0.3,0.05
eb-ufaFcUas_000008_000018,Entertainment,0,0,0,0,0.049808726416120594,0.19568934385978232,0.045760620059389835,0.03936731038636431,3.9288164532640506,0.3571651321149137,0.0,1,0,0.055594638105383676,0.45566396364880446,0.004128470583136479,10.0,61,6.1,6,0.6,1.0,0,32,1,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.3333333333333333
g8Idd47kGqo_000037_000047,Entertainment,1,0,0,0,0.2823850458411598,0.6473849405803418,0.28164446454148134,0.09214696522071703,2.292560991152813,0.20841463555934664,0.0,1,0,0.24311641316027965,0.34407470295725096,1.0,10.0,54,5.4,0,0.0,0.0,0,23,1,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.3333333333333333
gFBO3zrod9Y_000005_000015,People & Vlogs,0,0,1,0,0.281395414445399,0.5856489099335302,0.09866285786706033,0.2751812820277954,2.0812311781547086,0.20812311781547085,1.0,0,1,0.17114612043899524,0.0243201889196617,0.017733728831548334,10.0,52,5.2,28,2.8,0.8571428571428571,0,141,1,0.0,0.0,0.2857142857142857,0.0
h8wsO9A9v_c_000016_000026,People & Vlogs,0,0,1,0,0.05605401106280417,0.13834739421470932,0.043529463430463274,0.034723844420359036,2.4681087328380795,0.22437352116709816,1.0,1,0,0.05415916608269211,0.4383317392303352,1.0,10.0,39,3.9,0,0.0,0.0,0,23,1,0.0,0.0,0.2857142857142857,0.0
heWD9j45Emw_000225_000235,Music,0,0,1,0,0.05110901615036232,0.1001261679589639,0.04655586857199553,0.03805528124095141,1.9590705417688632,0.19590705417688634,1.0,1,0,0.10306860522075945,0.3961792324775565,0.003882013459768352,10.0,58,5.8,0,0.0,0.0,0,20,1,0.0,0.0,0.0,0.0
iEAWgsSvJAE_000023_000033,Film & Animation,0,0,0,0,0.3210530627888026,1.3035904053019887,0.220002654604147,0.2960338967877094,4.060358103979609,0.3691234639981463,0.0,0,1,0.1313394420555405,0.9228958502099776,1.0,10.0,54,5.4,0,0.0,0.0,0,35,1,0.0,0.0,0.0,0.0
iGmGQxox43I_000000_000010,How-to & Instructional,0,0,0,0,0.18212301541777867,1.0863189082371136,0.10236999709420475,0.13637509393836741,5.964753580129161,0.5422503254662874,0.0,0,1,0.07374964623506675,0.02454270454573504,0.011480075720005312,10.0,57,5.7,32,3.2,0.84375,0,167,1,0.3,0.05,0.3,0.05
iZP6gjlr_nM_000113_000123,How-to & Instructional,0,0,1,0,0.24478121915430404,0.7526990299855018,0.24478121915430404,0.09485558303975064,3.0749868498327024,0.30749868498327027,0.0,1,0,0.23138371134517244,0.4365709788667665,0.0018424699817960466,10.0,64,6.4,4,0.4,0.5,0,29,1,0.3,0.05,0.25,0.05
j4CKRgv3jUg_000000_000010,Entertainment,0,0,1,0,0.39633441880545184,0.7253805587851099,0.39633441880545184,0.0961268153539757,1.8302234788777618,0.1830223478877762,0.0,1,0,0.19822803697395375,0.08351883946100314,0.1223720504391983,10.0,47,4.7,9,0.9,0.7777777777777778,0,72,1,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.3333333333333333
j6CgiNeWQwM_000842_000852,Food & Cooking,0,0,0,0,0.1312230357136999,0.21439319497708154,0.13110893627563974,0.05251030157709404,1.6338076147303955,0.16338076147303957,1.0,1,0,0.2593017481760773,0.1559845824910958,1.0,10.0,57,5.7,4,0.4,1.0,0,26,1,0.0,0.0,0.0,0.0
jeweRSnAJeo_000050_000060,Film & Animation,0,0,0,0,0.29497734848555496,0.5153065741077678,0.2946862708111149,0.11237387833034486,1.7469360842566608,0.15881237129606007,1.0,1,0,0.3140341851728842,0.31579917844085925,1.0,10.0,40,4.0,4,0.4,1.0,0,23,1,0.0,0.0,0.0,0.0
lgJywzzdUC8_000000_000010,Event,0,0,1,0,0.19169140750254027,0.3726289204622779,0.19169140750254027,0.1034845393197235,1.9438999656640314,0.19438999656640316,1.0,1,0,0.2670980013596652,0.37512101096802597,0.011830292093823136,10.0,53,5.3,6,0.6,1.0,0,32,1,0.0,0.0,0.0,0.0
rGQ64NXktF8_000006_000016,People & Vlogs,0,0,0,0,0.09127928467589778,0.17519016065690773,0.09127928467589778,0.03176911044999146,1.9192762221893982,0.19192762221893983,0.0,1,0,0.10773152569050348,0.548347294843812,1.0,10.0,46,4.6,0,0.0,0.0,0,33,1,0.0,0.0,0.42857142857142855,0.0
u-olDM7oGGM_000012_000022,Health & Wellness,0,0,0,1,0.1198731951225767,0.3219531003410223,0.10605749925481023,0.04819647036034062,2.6857805868260054,0.26857805868260054,0.0,1,0,0.12743765015316133,0.216443639550018,0.027509780703255826,10.0,54,5.4,7,0.7,1.0,0,35,1,0.0,0.0,0.3333333333333333,0.3333333333333333
v2Hr1CH-yb0_000076_000086,How-to & Instructional,0,0,0,0,0.42448630480375504,1.6433004227278163,0.3498290586177272,0.27370310842873746,3.8712684110916915,0.3871268411091692,0.0,1,0,0.3238461558501835,0.4462028787576112,1.0,10.0,62,6.2,18,1.8,0.8333333333333334,0,96,1,0.3,0.05,0.3,0.05
wbOD_G3ttgU_000083_000093,How-to & Instructional,0,0,0,0,0.06195286010795551,0.16275834985954518,0.0606896148119199,0.03384078721520144,2.62713213846676,0.262713213846676,1.0,1,0,0.09981857813019979,0.26448797200646146,0.0017051780777024295,10.0,54,5.4,10,1.0,1.0,0,39,1,0.3,0.05,0.3,0.05
xW6hpK-DBMY_000080_000090,How-to & Instructional,0,0,0,0,0.1357094317782581,0.4012098956713289,0.09935850416735245,0.10197716614705014,2.9563891795441624,0.26876265268583294,1.0,0,1,0.07645312735790255,0.17719854386497513,0.04251772615606786,10.0,56,5.6,31,3.1,0.8387096774193549,0,144,1,0.3,0.05,0.3,0.05
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",0,0,1,0,0.11940467948937346,0.26673991495174454,0.09216022103919248,0.10241230090379058,2.2339150868495343,0.22339150868495344,1.0,0,1,0.21581907279355772,0.4375882700531658,2.716493696652833e-12,10.0,63,6.3,0,0.0,0.0,0,0,0,0.16666666666666666,0.03333333333333333,0.3333333333333333,0.1
zTJ0Zbv1jBo_000045_000055,Health & Wellness,0,0,0,0,0.5920116555955585,1.0262665348950901,0.5920116555955585,0.19844545225040425,1.7335242054696969,0.15759310958815426,0.0,1,0,0.15725142385544388,0.053564317443915654,0.06854934569261084,10.0,46,4.6,27,2.7,0.7777777777777778,0,127,1,0.0,0.0,0.3333333333333333,0.6666666666666666
